Campaign Number,Start Date,End Date,Channel,Channel_id,CampaignType,Campaign_type_id,Client,Client_id,Address,City,State,Zip,Email,Contact,Gender,Age,Audience_id,Target Location,Location_id,Views,Likes,Clicks,Conversions,Expense,Total Sales,Executive,Executive_id
C087,2023-01-05,2023-01-13,YouTube,CH001,Sales,CT002,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Teens,13-19,AU008,USA,LO001,17483.0,8443.0,2784.0,750.0,6503.58,25117.44,Thomas Ryan,EX003
C088,2023-03-16,2023-03-26,Facebook,CH005,Sign Up,CT001,"Weaver, Garner and Ramos",CL 002,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,52632-7557,oscott@gmail.com,Melinda Johnston,Female,60+,AU002,Japan,LO005,19274.0,7457.0,2486.0,886.0,32546.35,0.0,Brandon Townsend Jr.,EX002
C089,2023-07-20,2023-07-24,TikTok,CH003,Sales,CT002,Jones LLC,CL 035,89103 Jennings Cape Suite 740,South Dianafort,FL,68504,norrisjames@pearson-burton.biz,Danielle Hernandez,Teens,13-19,AU008,USA,LO001,45693.0,3968.0,2534.0,634.0,36032.25,52057.22,Aaron Faulkner,EX009
C090,2023-02-08,2023-03-05,TikTok,CH003,Sign Up,CT001,Hernandez Inc,CL 052,9452 Amber Mills,Lopezville,NV,94038-0838,uhansen@livingston.com,Traci Holden,Adults,40-60,AU007,Europe,LO004,60840.0,2468.0,1174.0,395.0,12063.17,0.0,Melissa Haynes,EX008
C091,2023-01-26,2023-02-24,Email,CH002,Sales,CT002,Edwards LLC,CL 043,123 Amanda Summit,Lake Marietown,IL,81773-5493,tinamckay@sharp-smith.com,Matthew Davis,Seniors,60+,AU006,Canada,LO003,76351.0,7932.0,2099.0,169.0,2555.32,29954.56,Melissa Haynes,EX008
C092,2023-12-09,2023-12-27,TikTok,CH003,Sales,CT002,Edwards LLC,CL 043,123 Amanda Summit,Lake Marietown,IL,81773-5493,tinamckay@sharp-smith.com,Matthew Davis,Female,18-40,AU004,Japan,LO005,22073.0,9435.0,4070.0,563.0,23010.12,76235.22,Melissa Haynes,EX008
C093,2023-03-24,2023-04-11,TikTok,CH003,Sales,CT002,"Wheeler, Garcia and Johnson",CL 053,160 Juarez Burgs,Lynchstad,NC,54104,zhanna@knox.com,Bradley Schroeder,Male,40-60,AU003,Japan,LO005,53461.0,7323.0,3940.0,926.0,23853.73,27467.89,Aaron Faulkner,EX009
C094,2023-07-21,2023-07-26,Email,CH002,Sales,CT002,"Hunt, Woods and Saunders",CL 016,48531 Garcia Walk,Gonzalesville,WY,31844,rramsey@warren.com,April Brewer,Male,18-40,AU009,India,LO008,23314.0,929.0,1306.0,866.0,35737.1,58753.75,Melissa Haynes,EX008
C095,2023-11-29,2023-12-03,Instagram,CH004,Sales,CT002,"Noble, Mcneil and Cooper",CL 009,36911 Gay Streets Suite 795,Brentmouth,LA,62951-4782,sarahparks@yahoo.com,Mark Garcia,Adults,18-40,AU001,LATAM,LO002,72818.0,5361.0,758.0,24.0,5392.36,47949.14,Wesley Simon,EX005
C096,2023-08-09,2023-08-22,YouTube,CH001,Sales,CT002,"Reed, Galloway and Buck",CL 010,49317 Vincent Vista Suite 462,Port Nathan,CA,23364-0905,larrygraham@lucas.com,Andrea Simmons,Male,60+,AU005,Japan,LO005,29525.0,201.0,3456.0,908.0,9103.25,49543.25,Wesley Simon,EX005
C097,2023-08-19,2023-09-17,Facebook,CH005,Sign Up,CT001,Salinas-Chavez,CL 003,53637 Bonnie Walk Suite 961,South Adrianaport,IA,49560,richard84@hotmail.com,Chelsea Hoffman,Adults,40-60,AU007,Europe,LO004,51709.0,4731.0,2913.0,109.0,33883.17,0.0,Thomas Ryan,EX003
C098,2023-11-24,2023-11-26,Email,CH002,Sales,CT002,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Adults,18-40,AU001,LATAM,LO002,96829.0,359.0,1553.0,464.0,24057.58,59541.37,Jesus Rivera,EX004
C099,2023-07-19,2023-08-10,Facebook,CH005,Sign Up,CT001,"Brown, Lawrence and Collins",CL 054,069 Jeffrey Neck,North Jeffreyberg,VI,70669-3291,tracyfields@evans.com,Thomas Fleming,Male,60+,AU005,LATAM,LO002,87988.0,9858.0,3258.0,62.0,30366.52,0.0,Michael Camacho,EX007
C100,2023-02-24,2023-03-25,TikTok,CH003,Sales,CT002,"Wheeler, Garcia and Johnson",CL 053,160 Juarez Burgs,Lynchstad,NC,54104,zhanna@knox.com,Bradley Schroeder,Adults,40-60,AU007,Australia,LO007,93742.0,3587.0,3573.0,229.0,49365.1,63374.21,Aaron Faulkner,EX009
C101,2023-10-21,2023-11-11,Instagram,CH004,Sales,CT002,"Wheeler, Garcia and Johnson",CL 053,160 Juarez Burgs,Lynchstad,NC,54104,zhanna@knox.com,Bradley Schroeder,Female,18-40,AU004,Canada,LO003,62606.0,6023.0,3373.0,69.0,48015.97,61250.11,Aaron Faulkner,EX009
C102,2023-11-21,2023-12-10,TikTok,CH003,Sales,CT002,"Reed, Galloway and Buck",CL 010,49317 Vincent Vista Suite 462,Port Nathan,CA,23364-0905,larrygraham@lucas.com,Andrea Simmons,Seniors,60+,AU006,UK,LO006,38135.0,2988.0,509.0,389.0,24693.12,48017.69,Wesley Simon,EX005
C103,2023-09-16,2023-09-21,TikTok,CH003,Sign Up,CT001,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Adults,18-40,AU001,USA,LO001,68251.0,2789.0,612.0,437.0,21023.57,0.0,Brandon Townsend Jr.,EX002
C104,2023-05-28,2023-06-21,Email,CH002,Sales,CT002,Valentine-Dunn,CL 027,723 Julia Burg,Bartonhaven,VT,86914,gharrington@yahoo.com,Nathan May,Male,18-40,AU009,UK,LO006,99976.0,9415.0,4999.0,777.0,17607.28,44960.65,Melissa Haynes,EX008
C105,2023-01-24,2023-02-13,Facebook,CH005,Sales,CT002,Drake-Vasquez,CL 038,8980 Cox Park,South Robert,NV,66099-6728,tylersheila@hicks.com,Teresa Doyle,Adults,18-40,AU001,LATAM,LO002,47597.0,6517.0,3497.0,867.0,40946.74,36268.85,Michael Camacho,EX007
C106,2023-11-14,2023-12-13,TikTok,CH003,Sales,CT002,Fisher Group,CL 023,880 Watson Ramp Suite 059,Reynoldsfurt,GU,10725,brian57@hotmail.com,Jeremy Baker,Female,18-40,AU004,USA,LO001,67971.0,503.0,3555.0,834.0,27212.0,68251.66,Melissa Haynes,EX008
C107,2023-05-08,2023-05-24,Instagram,CH004,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Female,40-60,AU010,Canada,LO003,31639.0,3051.0,4482.0,52.0,37065.78,72024.44,Wesley Simon,EX005
C108,2023-10-18,2023-11-08,Email,CH002,Sales,CT002,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Adults,40-60,AU007,Europe,LO004,35076.0,5971.0,2044.0,793.0,34157.4,50752.68,Lauren Riggs,EX001
C109,2023-06-03,2023-06-24,YouTube,CH001,Sign Up,CT001,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Teens,13-19,AU008,Australia,LO007,19621.0,4626.0,3038.0,580.0,15048.78,0.0,Jesus Rivera,EX004
C110,2023-10-02,2023-10-04,YouTube,CH001,Sales,CT002,"Jones, Miranda and Martin",CL 055,45011 Marc Roads Apt. 548,Johnsonbury,NJ,40892,kristenhoward@yahoo.com,Christine Barnes,Male,40-60,AU003,UK,LO006,70403.0,4323.0,4418.0,300.0,46279.53,23153.0,Thomas Ryan,EX003
C111,2023-03-02,2023-03-14,Email,CH002,Sign Up,CT001,"Holmes, Johnson and Rodriguez",CL 025,USCGC Erickson,FPO AE 00735-4383,,,polsen@alexander-smith.net,Anne Foley,Female,40-60,AU010,Canada,LO003,57605.0,8748.0,2025.0,451.0,33610.97,0.0,Wesley Simon,EX005
C112,2023-01-05,2023-02-03,YouTube,CH001,Sales,CT002,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Seniors,60+,AU006,Europe,LO004,58888.0,3101.0,1022.0,824.0,11057.0,58301.38,Kyle Serrano,EX010
C113,2023-01-19,2023-02-15,YouTube,CH001,Sales,CT002,Salinas-Chavez,CL 003,53637 Bonnie Walk Suite 961,South Adrianaport,IA,49560,richard84@hotmail.com,Chelsea Hoffman,Female,40-60,AU010,Australia,LO007,64761.0,9385.0,3795.0,624.0,5392.11,43981.24,Thomas Ryan,EX003
C114,2023-09-11,2023-10-08,YouTube,CH001,Sign Up,CT001,Hernandez Inc,CL 052,9452 Amber Mills,Lopezville,NV,94038-0838,uhansen@livingston.com,Traci Holden,Teens,13-19,AU008,UK,LO006,67928.0,5879.0,1400.0,457.0,26130.92,0.0,Melissa Haynes,EX008
C115,2023-11-25,2023-12-23,TikTok,CH003,Sales,CT002,"James, Phelps and Burgess",CL 032,026 Good Ports Apt. 881,Port Adam,KY,82799-9255,edurham@hotmail.com,Vanessa Miranda,Adults,40-60,AU007,UK,LO006,62851.0,2299.0,4847.0,324.0,2995.07,23153.0,Lauren Riggs,EX001
C116,2023-08-01,2023-08-16,YouTube,CH001,Sign Up,CT001,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Male,60+,AU005,Canada,LO003,56105.0,5150.0,2688.0,10.0,8010.18,0.0,Wesley Simon,EX005
C117,2023-10-18,2023-11-08,Instagram,CH004,Sign Up,CT001,Cooper-Alexander,CL 039,01438 Kristin Fords Apt. 626,Port Paula,WA,20979-6415,gchavez@yang.com,Alexandria Hansen,Male,40-60,AU003,Australia,LO007,28072.0,3904.0,2883.0,846.0,26575.16,0.0,Thomas Ryan,EX003
C118,2023-10-28,2023-11-09,YouTube,CH001,Sales,CT002,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Female,40-60,AU010,Europe,LO004,22144.0,3351.0,3254.0,731.0,12727.96,23153.0,Jesus Rivera,EX004
C119,2023-09-10,2023-10-10,Facebook,CH005,Sign Up,CT001,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Seniors,60+,AU006,Japan,LO005,7429.0,8352.0,3512.0,413.0,48204.85,0.0,Kyle Serrano,EX010
C120,2023-10-14,2023-10-28,Instagram,CH004,Sales,CT002,"Weaver, Garner and Ramos",CL 002,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,52632-7557,oscott@gmail.com,Melinda Johnston,Seniors,60+,AU006,Japan,LO005,57847.0,8533.0,2689.0,896.0,44339.4,53211.7,Brandon Townsend Jr.,EX002
C121,2023-03-22,2023-03-26,Instagram,CH004,Sign Up,CT001,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Adults,18-40,AU001,LATAM,LO002,20767.0,2705.0,1876.0,660.0,21913.56,0.0,Aaron Faulkner,EX009
C122,2023-02-26,2023-03-17,TikTok,CH003,Sales,CT002,"Arnold, Smith and Ward",CL 058,Unit 2316 Box 4709,DPO AA 90463-5066,,,michelle93@pineda-small.com,Karen Bryan,Male,60+,AU005,Australia,LO007,70463.0,8611.0,4401.0,788.0,26393.74,51120.76,Jesus Rivera,EX004
C123,2023-09-14,2023-09-24,Facebook,CH005,Sign Up,CT001,Daniels Group,CL 049,567 Jill Motorway,Sarabury,GU,20455-6244,michael10@gmail.com,Annette Rice,Female,60+,AU002,Europe,LO004,86193.0,8439.0,504.0,50.0,28868.48,0.0,Wesley Simon,EX005
C124,2023-08-18,2023-09-04,Email,CH002,Sales,CT002,Gray Ltd,CL 024,Unit 4555 Box 7398,DPO AE 23911-7290,,,owenmelinda@yahoo.com,Mark Long,Adults,18-40,AU001,Europe,LO004,95720.0,1896.0,2601.0,720.0,24193.01,41044.8,Jesus Rivera,EX004
C125,2023-04-28,2023-05-15,Instagram,CH004,Sales,CT002,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Adults,18-40,AU001,Europe,LO004,31727.0,7558.0,4685.0,698.0,15918.83,37814.92,Wesley Simon,EX005
C126,2023-11-24,2023-12-22,Email,CH002,Sign Up,CT001,Melton-Smith,CL 045,03793 Jacobs Branch,West Max,MA,54633-3659,mercertimothy@huff.com,Patrick Abbott,Female,18-40,AU004,Canada,LO003,45607.0,8828.0,681.0,426.0,2677.34,0.0,Lauren Riggs,EX001
C127,2023-06-03,2023-06-26,TikTok,CH003,Sales,CT002,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Male,60+,AU005,Europe,LO004,95575.0,3844.0,3304.0,500.0,20756.46,33694.68,Lauren Riggs,EX001
C128,2023-05-25,2023-06-21,Instagram,CH004,Sign Up,CT001,"Rowe, Morse and Morgan",CL 059,247 Young Spur,North Jacobview,WI,24275,hstafford@yahoo.com,Destiny Atkins,Adults,18-40,AU001,Australia,LO007,42943.0,7047.0,3067.0,954.0,9408.52,0.0,Becky Brown,EX006
C129,2023-06-14,2023-06-22,Facebook,CH005,Sales,CT002,"Mcclain, Beltran and Patterson",CL 060,2179 Obrien Fort,New Christopher,FL,6005,jeffrey07@rice.com,Bryan Moore,Female,60+,AU002,Canada,LO003,16333.0,9766.0,3898.0,321.0,37969.44,38171.64,Brandon Townsend Jr.,EX002
C130,2023-03-04,2023-03-15,TikTok,CH003,Sales,CT002,"Cohen, Williams and Hess",CL 061,93243 Lee Loop Apt. 832,North Jonathanland,MP,43605-6685,shawn39@gmail.com,Mr. Nicholas Ramirez,Male,60+,AU005,Japan,LO005,15700.0,5128.0,4144.0,233.0,30299.78,64645.11,Jesus Rivera,EX004
C131,2023-05-10,2023-05-29,Email,CH002,Sales,CT002,Edwards LLC,CL 043,123 Amanda Summit,Lake Marietown,IL,81773-5493,tinamckay@sharp-smith.com,Matthew Davis,Male,18-40,AU009,LATAM,LO002,84055.0,5242.0,4097.0,805.0,46544.65,51813.39,Melissa Haynes,EX008
C132,2023-09-17,2023-09-23,TikTok,CH003,Sign Up,CT001,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Male,40-60,AU003,USA,LO001,75253.0,6017.0,1284.0,615.0,23014.23,0.0,Brandon Townsend Jr.,EX002
C133,2023-11-03,2023-11-13,Facebook,CH005,Sales,CT002,"Weaver, Garner and Ramos",CL 002,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,52632-7557,oscott@gmail.com,Melinda Johnston,Male,18-40,AU009,UK,LO006,99104.0,1237.0,921.0,966.0,35000.46,45165.52,Brandon Townsend Jr.,EX002
C134,2023-12-06,2023-12-18,Instagram,CH004,Sign Up,CT001,"Jones, Miranda and Martin",CL 055,45011 Marc Roads Apt. 548,Johnsonbury,NJ,40892,kristenhoward@yahoo.com,Christine Barnes,Seniors,60+,AU006,USA,LO001,17308.0,405.0,2625.0,704.0,27510.38,0.0,Thomas Ryan,EX003
C135,2023-09-28,2023-10-16,Instagram,CH004,Sales,CT002,Phillips-Lewis,CL 057,152 Munoz Spur,Richardbury,NE,64820-6682,ssullivan@yahoo.com,April Williams,Female,40-60,AU010,Canada,LO003,23194.0,7801.0,2071.0,114.0,49471.24,62739.26,Aaron Faulkner,EX009
C136,2023-01-05,2023-01-24,Facebook,CH005,Sales,CT002,Lopez PLC,CL 001,0806 Watson Drive Suite 662,Port Andrea,DE,42578-2286,zmcintyre@bauer.info,Barbara Walker,Adults,40-60,AU007,Australia,LO007,31711.0,9897.0,154.0,365.0,11603.78,78737.55,Lauren Riggs,EX001
C137,2023-04-05,2023-04-30,Facebook,CH005,Sales,CT002,Williams PLC,CL 062,911 Thomas Manors,Longchester,ID,62649-9748,sanchezangela@butler.com,Reginald Lee,Male,40-60,AU003,LATAM,LO002,24962.0,3745.0,3364.0,108.0,35539.81,34273.1,Michael Camacho,EX007
C138,2023-07-27,2023-08-17,YouTube,CH001,Sales,CT002,Drake-Vasquez,CL 038,8980 Cox Park,South Robert,NV,66099-6728,tylersheila@hicks.com,Teresa Doyle,Female,40-60,AU010,Europe,LO004,12954.0,5160.0,2909.0,469.0,28403.48,83916.17,Michael Camacho,EX007
C139,2023-04-21,2023-04-25,Instagram,CH004,Sales,CT002,"Green, Lloyd and Ball",CL 047,30284 Villarreal Passage Apt. 698,Brownshire,NV,89609-0041,wrightlucas@yahoo.com,Shelly Stafford,Female,60+,AU002,Europe,LO004,43938.0,4009.0,3759.0,56.0,18952.67,41261.33,Jesus Rivera,EX004
C140,2023-07-23,2023-08-10,Email,CH002,Sales,CT002,"Parker, Velasquez and Dixon",CL 036,33302 Fuller Lakes,West Christopher,MH,17095,hutchinsonmary@gmail.com,Brian George,Adults,18-40,AU001,Europe,LO004,50694.0,3108.0,2885.0,357.0,13190.31,51051.67,Aaron Faulkner,EX009
C141,2023-09-18,2023-09-28,Email,CH002,Sign Up,CT001,"Weaver, Garner and Ramos",CL 002,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,52632-7557,oscott@gmail.com,Melinda Johnston,Female,60+,AU002,India,LO008,49319.0,9521.0,697.0,266.0,2458.54,0.0,Brandon Townsend Jr.,EX002
C142,2023-07-08,2023-07-27,Facebook,CH005,Sign Up,CT001,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Adults,18-40,AU001,UK,LO006,97772.0,8316.0,540.0,752.0,40395.83,0.0,Brandon Townsend Jr.,EX002
C143,2023-01-09,2023-01-27,TikTok,CH003,Sign Up,CT001,Fisher-Johnston,CL 063,36491 Jennifer Park Suite 248,East David,PA,71082-4715,rellis@lindsey.com,Timothy Hernandez,Seniors,60+,AU006,LATAM,LO002,87595.0,4184.0,1402.0,592.0,48570.38,0.0,Jesus Rivera,EX004
C144,2023-04-12,2023-05-02,YouTube,CH001,Sales,CT002,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Male,40-60,AU003,Europe,LO004,39906.0,8350.0,2042.0,792.0,1884.75,23153.0,Brandon Townsend Jr.,EX002
C145,2023-08-11,2023-08-20,YouTube,CH001,Sales,CT002,"Reed, Galloway and Buck",CL 010,49317 Vincent Vista Suite 462,Port Nathan,CA,23364-0905,larrygraham@lucas.com,Andrea Simmons,Seniors,60+,AU006,Canada,LO003,8749.0,8044.0,1918.0,723.0,36205.42,73530.64,Wesley Simon,EX005
C146,2023-09-05,2023-09-09,Instagram,CH004,Sales,CT002,Thomas-Proctor,CL 031,820 Butler Streets Suite 875,North Denisehaven,WV,66736-0964,brownmario@leonard.com,Angela Moore,Female,60+,AU002,Europe,LO004,59166.0,5653.0,2471.0,173.0,10008.24,39601.27,Wesley Simon,EX005
C147,2023-04-08,2023-05-01,Instagram,CH004,Sales,CT002,Weaver-Hoover,CL 007,050 Andrews Green,North Renee,VT,22014-1131,jacqueline32@dominguez.biz,Kathy Mahoney,Male,40-60,AU003,Europe,LO004,12400.0,1249.0,4125.0,423.0,21033.62,35609.04,Brandon Townsend Jr.,EX002
C148,2023-10-23,2023-10-28,Instagram,CH004,Sales,CT002,Ramirez-Wilson,CL 011,6802 Scott Ways,Jasonbury,NM,94299-7873,robertellis@simpson-gutierrez.com,Christine Nguyen,Male,40-60,AU003,UK,LO006,91416.0,904.0,120.0,995.0,46517.58,76423.96,Becky Brown,EX006
C149,2023-02-26,2023-03-15,Facebook,CH005,Sales,CT002,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Adults,18-40,AU001,USA,LO001,87420.0,3485.0,1375.0,355.0,31125.32,62712.6,Brandon Townsend Jr.,EX002
C150,2023-11-22,2023-12-16,YouTube,CH001,Sales,CT002,"Bradley, Jackson and Miller",CL 026,190 Bradley Mill Suite 940,Craigbury,MO,18832,hansonpatrick@hunt.com,Dr. David Glass Jr.,Adults,18-40,AU001,Canada,LO003,1246.0,2854.0,2681.0,237.0,31016.56,49724.97,Melissa Haynes,EX008
C151,2023-05-29,2023-06-07,Facebook,CH005,Sign Up,CT001,Jones LLC,CL 035,89103 Jennings Cape Suite 740,South Dianafort,FL,68504,norrisjames@pearson-burton.biz,Danielle Hernandez,Male,18-40,AU009,Australia,LO007,48611.0,5327.0,3995.0,125.0,47333.79,0.0,Aaron Faulkner,EX009
C152,2023-03-15,2023-03-29,Email,CH002,Sign Up,CT001,Jones LLC,CL 035,89103 Jennings Cape Suite 740,South Dianafort,FL,68504,norrisjames@pearson-burton.biz,Danielle Hernandez,Male,60+,AU005,India,LO008,38713.0,7248.0,4797.0,591.0,6982.46,0.0,Aaron Faulkner,EX009
C153,2023-03-16,2023-04-15,Email,CH002,Sign Up,CT001,Riley PLC,CL 018,699 Anderson Glen,Parkerside,AZ,15616-1374,jennifer09@york.org,Gary Reed,Male,18-40,AU009,Canada,LO003,63292.0,5144.0,3711.0,820.0,20456.45,0.0,Kyle Serrano,EX010
C154,2023-10-11,2023-10-30,Email,CH002,Sign Up,CT001,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Female,60+,AU002,Australia,LO007,71200.0,6169.0,885.0,644.0,12333.92,0.0,Kyle Serrano,EX010
C155,2023-04-22,2023-05-08,TikTok,CH003,Sign Up,CT001,"Ramos, Gomez and Garcia",CL 056,PSC 8675,Box 2798,APO AA,AA 82949-7770,huntdavid@orr.info,Eric Harrison,Male,18-40,AU009,UK,LO006,93858.0,5976.0,2038.0,453.0,26152.93,0.0,Kyle Serrano,EX010
C156,2023-04-16,2023-04-25,Instagram,CH004,Sales,CT002,Cunningham-Little,CL 042,Unit 5043 Box 8770,DPO AP 84852,,,christopher51@watson.net,Stephanie Fernandez,Male,18-40,AU009,Canada,LO003,2436.0,4183.0,3336.0,61.0,29075.12,23153.0,Becky Brown,EX006
C157,2023-07-15,2023-07-23,Facebook,CH005,Sales,CT002,"Holmes, Johnson and Rodriguez",CL 025,USCGC Erickson,FPO AE 00735-4383,,,polsen@alexander-smith.net,Anne Foley,Female,40-60,AU010,Australia,LO007,12554.0,3186.0,4516.0,961.0,36293.06,54448.93,Wesley Simon,EX005
C158,2023-04-21,2023-05-11,YouTube,CH001,Sign Up,CT001,Patterson and Sons,CL 006,0171 Patricia Street Suite 265,Frankmouth,MS,50700-0717,nataliemartinez@hotmail.com,Christopher Riggs,Female,18-40,AU004,Europe,LO004,53496.0,1843.0,2418.0,214.0,23970.4,0.0,Jesus Rivera,EX004
C159,2023-02-04,2023-02-24,Facebook,CH005,Sign Up,CT001,Thomas-Proctor,CL 031,820 Butler Streets Suite 875,North Denisehaven,WV,66736-0964,brownmario@leonard.com,Angela Moore,Seniors,60+,AU006,Japan,LO005,75218.0,1705.0,2982.0,738.0,36468.3,0.0,Wesley Simon,EX005
C160,2023-02-02,2023-02-20,TikTok,CH003,Sign Up,CT001,Anderson Inc,CL 034,Unit 0015 Box 7678,DPO AE 55030-2816,,,jgomez@gmail.com,Morgan Gross,Female,18-40,AU004,USA,LO001,24396.0,8189.0,2715.0,16.0,46545.06,0.0,Thomas Ryan,EX003
C161,2023-10-22,2023-11-18,Facebook,CH005,Sales,CT002,"James, Phelps and Burgess",CL 032,026 Good Ports Apt. 881,Port Adam,KY,82799-9255,edurham@hotmail.com,Vanessa Miranda,Seniors,60+,AU006,UK,LO006,49150.0,7368.0,1604.0,862.0,7243.96,49289.09,Lauren Riggs,EX001
C162,2023-07-28,2023-08-05,Instagram,CH004,Sign Up,CT001,Mitchell-Rojas,CL 064,Unit 7421 Box 5134,DPO AE 60814,,,johnathan43@hotmail.com,Benjamin Anthony,Seniors,60+,AU006,Australia,LO007,23703.0,6376.0,197.0,500.0,20596.88,0.0,Thomas Ryan,EX003
C163,2023-02-19,2023-03-07,TikTok,CH003,Sales,CT002,Riley PLC,CL 018,699 Anderson Glen,Parkerside,AZ,15616-1374,jennifer09@york.org,Gary Reed,Adults,40-60,AU007,Europe,LO004,28082.0,2268.0,1754.0,594.0,43702.01,28118.36,Kyle Serrano,EX010
C164,2023-10-02,2023-10-19,TikTok,CH003,Sales,CT002,Griffin Inc,CL 065,Unit 3822 Box 8338,DPO AE 21031-0227,,,dixonamber@hotmail.com,Theodore Murphy,Female,40-60,AU010,LATAM,LO002,37707.0,5014.0,4001.0,197.0,4266.85,45783.27,Brandon Townsend Jr.,EX002
C165,2023-04-17,2023-05-08,Email,CH002,Sales,CT002,Ross Group,CL 008,2397 Allison Knolls Suite 213,Jacksonside,WV,58803-3895,kristopher99@romero.org,Lauren Graham,Adults,40-60,AU007,Europe,LO004,94608.0,9974.0,1400.0,592.0,5387.04,51019.48,Brandon Townsend Jr.,EX002
C166,2023-09-28,2023-09-29,TikTok,CH003,Sales,CT002,Roberts-Howe,CL 066,64572 Dawn Forges Suite 455,South Samantha,PA,33248-5599,mckenziebrandon@allen.biz,Robert Mcintosh,Seniors,60+,AU006,USA,LO001,67499.0,4090.0,3585.0,148.0,23191.12,42857.49,Brandon Townsend Jr.,EX002
C167,2023-07-23,2023-07-29,Facebook,CH005,Sales,CT002,Mcbride-Finley,CL 029,438 Brent Roads Apt. 855,Tylerburgh,NY,69473,mcclainhannah@jensen-gilbert.com,Michael Freeman,Male,60+,AU005,Europe,LO004,82917.0,9737.0,3114.0,939.0,8138.62,23842.75,Jesus Rivera,EX004
C168,2023-08-09,2023-08-20,YouTube,CH001,Sign Up,CT001,Jackson Inc,CL 015,96299 Miller Spur,Jensenfurt,CA,97794-3156,jeremy09@yahoo.com,Karen Rivers,Adults,40-60,AU007,USA,LO001,47877.0,7991.0,2307.0,175.0,23919.36,0.0,Thomas Ryan,EX003
C169,2023-10-11,2023-10-13,Email,CH002,Sales,CT002,"Hunt, Woods and Saunders",CL 016,48531 Garcia Walk,Gonzalesville,WY,31844,rramsey@warren.com,April Brewer,Female,18-40,AU004,India,LO008,28210.0,1498.0,3794.0,592.0,22778.62,23153.0,Melissa Haynes,EX008
C170,2023-05-22,2023-05-29,Facebook,CH005,Sign Up,CT001,Nunez-Bowers,CL 020,6821 Walker Via Suite 228,Lake Jessica,NE,05036-1909,michelle44@yahoo.com,James Woods,Male,18-40,AU009,UK,LO006,23755.0,5121.0,3274.0,815.0,49741.71,0.0,Wesley Simon,EX005
C171,2023-04-28,2023-05-06,YouTube,CH001,Sign Up,CT001,White Ltd,CL 005,172 Angela Crescent Apt. 306,North Laura,HI,69094-7497,jeremy56@gmail.com,Nathan Weber,Male,40-60,AU003,UK,LO006,54018.0,374.0,1186.0,284.0,1701.86,0.0,Jesus Rivera,EX004
C172,2023-07-22,2023-08-19,YouTube,CH001,Sales,CT002,"Reed, Galloway and Buck",CL 010,49317 Vincent Vista Suite 462,Port Nathan,CA,23364-0905,larrygraham@lucas.com,Andrea Simmons,Female,60+,AU002,UK,LO006,12092.0,6445.0,2154.0,511.0,42170.89,71013.71,Wesley Simon,EX005
